"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","DOCCONSULT","TOT","CAP","A","1988",11.5,
"HUN","DOCCONSULT","TOT","CAP","A","1989",11.7,
"HUN","DOCCONSULT","TOT","CAP","A","1990",13.17,
"HUN","DOCCONSULT","TOT","CAP","A","1991",13.27,
"HUN","DOCCONSULT","TOT","CAP","A","1992",13.75,
"HUN","DOCCONSULT","TOT","CAP","A","1993",13.44,
"HUN","DOCCONSULT","TOT","CAP","A","1994",9.8,"B"
"HUN","DOCCONSULT","TOT","CAP","A","1995",9.87,
"HUN","DOCCONSULT","TOT","CAP","A","1996",9.85,
"HUN","DOCCONSULT","TOT","CAP","A","1997",10.5,
"HUN","DOCCONSULT","TOT","CAP","A","1998",9.93,
"HUN","DOCCONSULT","TOT","CAP","A","1999",10.24,
"HUN","DOCCONSULT","TOT","CAP","A","2000",10.45,
"HUN","DOCCONSULT","TOT","CAP","A","2001",10.46,
"HUN","DOCCONSULT","TOT","CAP","A","2002",10.96,
"HUN","DOCCONSULT","TOT","CAP","A","2003",11.25,
"HUN","DOCCONSULT","TOT","CAP","A","2004",11.55,
"HUN","DOCCONSULT","TOT","CAP","A","2005",11.84,
"HUN","DOCCONSULT","TOT","CAP","A","2006",11.85,
"HUN","DOCCONSULT","TOT","CAP","A","2007",9.96,"B"
"HUN","DOCCONSULT","TOT","CAP","A","2008",10.38,
"HUN","DOCCONSULT","TOT","CAP","A","2009",10.98,
"HUN","DOCCONSULT","TOT","CAP","A","2010",10.98,
"HUN","DOCCONSULT","TOT","CAP","A","2011",11.14,
"HUN","DOCCONSULT","TOT","CAP","A","2012",11.08,
"HUN","DOCCONSULT","TOT","CAP","A","2013",11.05,
"HUN","DOCCONSULT","TOT","CAP","A","2014",11.09,
"HUN","DOCCONSULT","TOT","CAP","A","2015",11.07,
"HUN","DOCCONSULT","TOT","CAP","A","2016",11.06,
"HUN","DOCCONSULT","TOT","CAP","A","2017",10.9,
"HUN","DOCCONSULT","TOT","CAP","A","2018",10.66,
"HUN","DOCCONSULT","TOT","CAP","A","2019",10.73,
"HUN","DOCCONSULT","TOT","CAP","A","2020",9.43,
"HUN","DOCCONSULT","TOT","CAP","A","2021",9.45,
"ISL","DOCCONSULT","TOT","CAP","A","1989",5.1,
"ISL","DOCCONSULT","TOT","CAP","A","1990",5.1,
"ISL","DOCCONSULT","TOT","CAP","A","1991",5.2,
"ISL","DOCCONSULT","TOT","CAP","A","1992",4.9,
"ISL","DOCCONSULT","TOT","CAP","A","1993",4.9,
"ISL","DOCCONSULT","TOT","CAP","A","1994",4.9,
"ISL","DOCCONSULT","TOT","CAP","A","1995",5.1,
"ISL","DOCCONSULT","TOT","CAP","A","1996",5.2,
"ISL","DOCCONSULT","TOT","CAP","A","1997",5.2,
"ISL","DOCCONSULT","TOT","CAP","A","1998",5.1,
"ISL","DOCCONSULT","TOT","CAP","A","1999",5.6,
"ISL","DOCCONSULT","TOT","CAP","A","2000",5.8,
"ISL","DOCCONSULT","TOT","CAP","A","2001",5.9,
"ISL","DOCCONSULT","TOT","CAP","A","2002",6.1,
"ISL","DOCCONSULT","TOT","CAP","A","2003",6.2,
"ISL","DOCCONSULT","TOT","CAP","A","2004",6.3,
"ISL","DOCCONSULT","TOT","CAP","A","2005",6.5,
"ISL","DOCCONSULT","TOT","CAP","A","2006",6.3,
"ISL","DOCCONSULT","TOT","CAP","A","2007",6.5,
"ISL","DOCCONSULT","TOT","CAP","A","2008",6.4,"B"
"ISL","DOCCONSULT","TOT","CAP","A","2009",6.4,
"ISL","DOCCONSULT","TOT","CAP","A","2010",6.1,
"ISL","DOCCONSULT","TOT","CAP","A","2011",6.1,
"ISL","DOCCONSULT","TOT","CAP","A","2012",5.9,
"ISL","DOCCONSULT","TOT","CAP","A","2013",6,
"ISL","DOCCONSULT","TOT","CAP","A","2014",5.9,
"IRL","DOCCONSULT","TOT","CAP","A","2007",3.28,
"IRL","DOCCONSULT","TOT","CAP","A","2010",3.8,
"IRL","DOCCONSULT","TOT","CAP","A","2015",5.7,
"IRL","DOCCONSULT","TOT","CAP","A","2016",5.7,"D"
"IRL","DOCCONSULT","TOT","CAP","A","2017",5.717,
"IRL","DOCCONSULT","TOT","CAP","A","2018",5.036,
"IRL","DOCCONSULT","TOT","CAP","A","2019",5.757,
"ITA","DOCCONSULT","TOT","CAP","A","1991",6.8,
"ITA","DOCCONSULT","TOT","CAP","A","1994",6.6,
"ITA","DOCCONSULT","TOT","CAP","A","1999",6,
"ITA","DOCCONSULT","TOT","CAP","A","2000",6.1,
"ITA","DOCCONSULT","TOT","CAP","A","2005",6.1,
"ITA","DOCCONSULT","TOT","CAP","A","2013",6.8,
"ITA","DOCCONSULT","TOT","CAP","A","2014",9.818,
"ITA","DOCCONSULT","TOT","CAP","A","2015",9.637,"E"
"ITA","DOCCONSULT","TOT","CAP","A","2016",9.865,"E"
"ITA","DOCCONSULT","TOT","CAP","A","2017",10.139,"E"
"ITA","DOCCONSULT","TOT","CAP","A","2018",10.344,"E"
"ITA","DOCCONSULT","TOT","CAP","A","2019",10.418,"E"
"ITA","DOCCONSULT","TOT","CAP","A","2020",5.245,"E"
"ITA","DOCCONSULT","TOT","CAP","A","2021",5.3,"E"
"JPN","DOCCONSULT","TOT","CAP","A","1985",13.51,"D"
"JPN","DOCCONSULT","TOT","CAP","A","1986",13.6,"D"
"JPN","DOCCONSULT","TOT","CAP","A","1987",13.8,"D"
"JPN","DOCCONSULT","TOT","CAP","A","1988",13.85,"D"
"JPN","DOCCONSULT","TOT","CAP","A","1989",13.8,"D"
"JPN","DOCCONSULT","TOT","CAP","A","1990",13.8,"D"
"JPN","DOCCONSULT","TOT","CAP","A","1991",14.18,"D"
"JPN","DOCCONSULT","TOT","CAP","A","1992",14.49,"D"
"JPN","DOCCONSULT","TOT","CAP","A","1993",14.35,"D"
"JPN","DOCCONSULT","TOT","CAP","A","1994",14.7,"D"
"JPN","DOCCONSULT","TOT","CAP","A","1995",14.64,"D"
"JPN","DOCCONSULT","TOT","CAP","A","1996",14.81,"D"
"JPN","DOCCONSULT","TOT","CAP","A","1997",14.27,"D"
"JPN","DOCCONSULT","TOT","CAP","A","1998",14.49,"D"
"JPN","DOCCONSULT","TOT","CAP","A","1999",14.51,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2000",14.44,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2001",14.47,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2002",14.1,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2003",13.81,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2004",13.75,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2005",13.67,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2006",13.55,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2007",13.41,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2008",13.21,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2009",13.08,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2010",13.07,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2011",13.04,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2012",12.93,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2013",12.78,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2014",12.73,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2015",12.75,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2016",12.62,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2017",12.58,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2018",12.51,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2019",12.36,"D"
"JPN","DOCCONSULT","TOT","CAP","A","2020",11.13,"D"
"KOR","DOCCONSULT","TOT","CAP","A","1999",8.8,
"KOR","DOCCONSULT","TOT","CAP","A","2002",10.6,
"KOR","DOCCONSULT","TOT","CAP","A","2005",11.79,
"KOR","DOCCONSULT","TOT","CAP","A","2008",12.87,
"KOR","DOCCONSULT","TOT","CAP","A","2009",12.86,
"KOR","DOCCONSULT","TOT","CAP","A","2010",13.45,
"KOR","DOCCONSULT","TOT","CAP","A","2011",12.47,
"KOR","DOCCONSULT","TOT","CAP","A","2012",14.28,
"KOR","DOCCONSULT","TOT","CAP","A","2013",14.56,
"KOR","DOCCONSULT","TOT","CAP","A","2014",16.9,"B"
"KOR","DOCCONSULT","TOT","CAP","A","2015",16.6,
"KOR","DOCCONSULT","TOT","CAP","A","2016",17.1,
"KOR","DOCCONSULT","TOT","CAP","A","2017",16.7,
"KOR","DOCCONSULT","TOT","CAP","A","2018",16.9,
"KOR","DOCCONSULT","TOT","CAP","A","2019",17.2,
"KOR","DOCCONSULT","TOT","CAP","A","2020",14.7,
"KOR","DOCCONSULT","TOT","CAP","A","2021",15.65,
"LUX","DOCCONSULT","TOT","CAP","A","2003",6.12,
"LUX","DOCCONSULT","TOT","CAP","A","2004",5.95,
"LUX","DOCCONSULT","TOT","CAP","A","2005",6.01,
"LUX","DOCCONSULT","TOT","CAP","A","2006",5.91,
"LUX","DOCCONSULT","TOT","CAP","A","2007",5.96,
"LUX","DOCCONSULT","TOT","CAP","A","2008",6.03,
"LUX","DOCCONSULT","TOT","CAP","A","2009",6.09,"B"
"LUX","DOCCONSULT","TOT","CAP","A","2010",5.84,
"LUX","DOCCONSULT","TOT","CAP","A","2011",5.98,
"LUX","DOCCONSULT","TOT","CAP","A","2012",5.97,
"LUX","DOCCONSULT","TOT","CAP","A","2013",5.94,
"LUX","DOCCONSULT","TOT","CAP","A","2014",5.9,
"LUX","DOCCONSULT","TOT","CAP","A","2015",5.87,
"LUX","DOCCONSULT","TOT","CAP","A","2016",5.95,
"LUX","DOCCONSULT","TOT","CAP","A","2017",5.73,
"LUX","DOCCONSULT","TOT","CAP","A","2018",5.78,
"LUX","DOCCONSULT","TOT","CAP","A","2019",5.56,
"LUX","DOCCONSULT","TOT","CAP","A","2020",4.41,
"LUX","DOCCONSULT","TOT","CAP","A","2021",4.8,"P"
"MEX","DOCCONSULT","TOT","CAP","A","1980",1.25,
"MEX","DOCCONSULT","TOT","CAP","A","1981",1.26,
"MEX","DOCCONSULT","TOT","CAP","A","1982",1.49,
"MEX","DOCCONSULT","TOT","CAP","A","1983",1.61,
"MEX","DOCCONSULT","TOT","CAP","A","1984",1.65,
"MEX","DOCCONSULT","TOT","CAP","A","1985",1.64,
"MEX","DOCCONSULT","TOT","CAP","A","1986",1.64,
"MEX","DOCCONSULT","TOT","CAP","A","1987",1.72,
"MEX","DOCCONSULT","TOT","CAP","A","1988",1.74,
"MEX","DOCCONSULT","TOT","CAP","A","1989",1.73,
"MEX","DOCCONSULT","TOT","CAP","A","1990",1.74,
"MEX","DOCCONSULT","TOT","CAP","A","1991",1.74,
"MEX","DOCCONSULT","TOT","CAP","A","1992",1.78,
"MEX","DOCCONSULT","TOT","CAP","A","1993",1.87,
"MEX","DOCCONSULT","TOT","CAP","A","1994",1.98,
"MEX","DOCCONSULT","TOT","CAP","A","1995",2.11,
"MEX","DOCCONSULT","TOT","CAP","A","1996",2.19,
"MEX","DOCCONSULT","TOT","CAP","A","1997",2.27,
"MEX","DOCCONSULT","TOT","CAP","A","1998",2.32,
"MEX","DOCCONSULT","TOT","CAP","A","1999",2.45,
"MEX","DOCCONSULT","TOT","CAP","A","2000",2.5,
"MEX","DOCCONSULT","TOT","CAP","A","2001",2.5,
"MEX","DOCCONSULT","TOT","CAP","A","2002",2.56,
"MEX","DOCCONSULT","TOT","CAP","A","2003",2.53,
"MEX","DOCCONSULT","TOT","CAP","A","2004",2.54,
"MEX","DOCCONSULT","TOT","CAP","A","2005",2.7,
"MEX","DOCCONSULT","TOT","CAP","A","2006",2.62,
"MEX","DOCCONSULT","TOT","CAP","A","2007",2.74,
"MEX","DOCCONSULT","TOT","CAP","A","2008",2.77,
"MEX","DOCCONSULT","TOT","CAP","A","2009",2.94,
"MEX","DOCCONSULT","TOT","CAP","A","2010",2.93,
"MEX","DOCCONSULT","TOT","CAP","A","2011",2.74,
"MEX","DOCCONSULT","TOT","CAP","A","2012",2.98,
"MEX","DOCCONSULT","TOT","CAP","A","2013",2.77,
"MEX","DOCCONSULT","TOT","CAP","A","2014",2.62,
"MEX","DOCCONSULT","TOT","CAP","A","2015",2.68,
"MEX","DOCCONSULT","TOT","CAP","A","2016",2.63,
"MEX","DOCCONSULT","TOT","CAP","A","2017",2.53,
"MEX","DOCCONSULT","TOT","CAP","A","2018",2.35,
"MEX","DOCCONSULT","TOT","CAP","A","2019",2.23,
"MEX","DOCCONSULT","TOT","CAP","A","2020",1.37,
"MEX","DOCCONSULT","TOT","CAP","A","2021",1.524,
"NLD","DOCCONSULT","TOT","CAP","A","1966",4.2,
"NLD","DOCCONSULT","TOT","CAP","A","1967",4.2,
"NLD","DOCCONSULT","TOT","CAP","A","1968",4.2,
"NLD","DOCCONSULT","TOT","CAP","A","1980",4.9,
"NLD","DOCCONSULT","TOT","CAP","A","1981",5.3,
"NLD","DOCCONSULT","TOT","CAP","A","1982",5,
"NLD","DOCCONSULT","TOT","CAP","A","1983",5.2,
"NLD","DOCCONSULT","TOT","CAP","A","1984",5.1,
"NLD","DOCCONSULT","TOT","CAP","A","1985",5.2,
"NLD","DOCCONSULT","TOT","CAP","A","1986",5.1,
"NLD","DOCCONSULT","TOT","CAP","A","1987",5.5,
"NLD","DOCCONSULT","TOT","CAP","A","1988",5.2,
"NLD","DOCCONSULT","TOT","CAP","A","1989",5.5,
"NLD","DOCCONSULT","TOT","CAP","A","1990",5.5,
"NLD","DOCCONSULT","TOT","CAP","A","1991",5.4,
"NLD","DOCCONSULT","TOT","CAP","A","1992",5.9,
"NLD","DOCCONSULT","TOT","CAP","A","1993",5.7,
"NLD","DOCCONSULT","TOT","CAP","A","1994",5.7,
"NLD","DOCCONSULT","TOT","CAP","A","1995",5.7,
"NLD","DOCCONSULT","TOT","CAP","A","1996",5.4,
"NLD","DOCCONSULT","TOT","CAP","A","1997",5.9,
"NLD","DOCCONSULT","TOT","CAP","A","1998",5.6,
"NLD","DOCCONSULT","TOT","CAP","A","1999",5.8,
"NLD","DOCCONSULT","TOT","CAP","A","2000",5.9,
"NLD","DOCCONSULT","TOT","CAP","A","2001",5.8,
"NLD","DOCCONSULT","TOT","CAP","A","2002",5.6,
"NLD","DOCCONSULT","TOT","CAP","A","2003",5.5,
"NLD","DOCCONSULT","TOT","CAP","A","2004",5.3,
"NLD","DOCCONSULT","TOT","CAP","A","2005",5.4,
"NLD","DOCCONSULT","TOT","CAP","A","2006",5.6,
"NLD","DOCCONSULT","TOT","CAP","A","2007",5.7,
"NLD","DOCCONSULT","TOT","CAP","A","2008",5.9,
"NLD","DOCCONSULT","TOT","CAP","A","2009",5.7,
"NLD","DOCCONSULT","TOT","CAP","A","2010",6.6,
"NLD","DOCCONSULT","TOT","CAP","A","2011",6.6,"D"
"NLD","DOCCONSULT","TOT","CAP","A","2012",6.2,"D"
"NLD","DOCCONSULT","TOT","CAP","A","2013",6.2,"D"
"NLD","DOCCONSULT","TOT","CAP","A","2014",8,
"NLD","DOCCONSULT","TOT","CAP","A","2015",8.2,"D"
"NLD","DOCCONSULT","TOT","CAP","A","2016",8.8,"D"
"NLD","DOCCONSULT","TOT","CAP","A","2017",8.3,"D"
"NLD","DOCCONSULT","TOT","CAP","A","2018",9,"D"
"NLD","DOCCONSULT","TOT","CAP","A","2019",8.8,"D"
"NLD","DOCCONSULT","TOT","CAP","A","2020",8.4,"D"
"NLD","DOCCONSULT","TOT","CAP","A","2021",8.6,"D"
"NZL","DOCCONSULT","TOT","CAP","A","1977",3.7,
"NZL","DOCCONSULT","TOT","CAP","A","1978",3.7,
"NZL","DOCCONSULT","TOT","CAP","A","1979",3.8,
"NZL","DOCCONSULT","TOT","CAP","A","1980",3.7,
"NZL","DOCCONSULT","TOT","CAP","A","1981",3.8,
"NZL","DOCCONSULT","TOT","CAP","A","2003",4,
"NZL","DOCCONSULT","TOT","CAP","A","2007",4.14,
"NZL","DOCCONSULT","TOT","CAP","A","2012",3.65,
"NZL","DOCCONSULT","TOT","CAP","A","2017",3.79,
"NOR","DOCCONSULT","TOT","CAP","A","1975",4.5,
"NOR","DOCCONSULT","TOT","CAP","A","1985",5.7,
"NOR","DOCCONSULT","TOT","CAP","A","1991",3.8,
"NOR","DOCCONSULT","TOT","CAP","A","2006",3.7,"E"
"NOR","DOCCONSULT","TOT","CAP","A","2007",3.8,"E"
"NOR","DOCCONSULT","TOT","CAP","A","2008",3.9,"E"
"NOR","DOCCONSULT","TOT","CAP","A","2009",4,"E"
"NOR","DOCCONSULT","TOT","CAP","A","2010",4.1,"E"
"NOR","DOCCONSULT","TOT","CAP","A","2011",4.4,"B"
"NOR","DOCCONSULT","TOT","CAP","A","2012",4.4,
"NOR","DOCCONSULT","TOT","CAP","A","2013",4.2,
"NOR","DOCCONSULT","TOT","CAP","A","2014",4.3,
"NOR","DOCCONSULT","TOT","CAP","A","2015",4.3,
"NOR","DOCCONSULT","TOT","CAP","A","2016",4.4,
"NOR","DOCCONSULT","TOT","CAP","A","2017",4.5,
"NOR","DOCCONSULT","TOT","CAP","A","2018",4.5,
"NOR","DOCCONSULT","TOT","CAP","A","2019",4.4,
"NOR","DOCCONSULT","TOT","CAP","A","2020",3.7,
"NOR","DOCCONSULT","TOT","CAP","A","2021",3.9,"D"
"POL","DOCCONSULT","TOT","CAP","A","1960",3.3,
"POL","DOCCONSULT","TOT","CAP","A","1965",3.7,
"POL","DOCCONSULT","TOT","CAP","A","1966",4,
"POL","DOCCONSULT","TOT","CAP","A","1967",4.1,
"POL","DOCCONSULT","TOT","CAP","A","1968",4.1,
"POL","DOCCONSULT","TOT","CAP","A","1969",4.5,
"POL","DOCCONSULT","TOT","CAP","A","1970",4.9,
"POL","DOCCONSULT","TOT","CAP","A","1971",5.4,
"POL","DOCCONSULT","TOT","CAP","A","1972",5.7,
"POL","DOCCONSULT","TOT","CAP","A","1973",6,
"POL","DOCCONSULT","TOT","CAP","A","1974",6.1,
"POL","DOCCONSULT","TOT","CAP","A","1975",6.2,
"POL","DOCCONSULT","TOT","CAP","A","1976",6.1,
"POL","DOCCONSULT","TOT","CAP","A","1977",6.3,
"POL","DOCCONSULT","TOT","CAP","A","1978",6.4,
"POL","DOCCONSULT","TOT","CAP","A","1979",6.2,
"POL","DOCCONSULT","TOT","CAP","A","1980",6.5,
"POL","DOCCONSULT","TOT","CAP","A","1981",5.9,
"POL","DOCCONSULT","TOT","CAP","A","1982",6,
"POL","DOCCONSULT","TOT","CAP","A","1983",6.1,
"POL","DOCCONSULT","TOT","CAP","A","1984",6.3,
"POL","DOCCONSULT","TOT","CAP","A","1985",6.4,
"POL","DOCCONSULT","TOT","CAP","A","1986",6.4,
"POL","DOCCONSULT","TOT","CAP","A","1987",6.3,
"POL","DOCCONSULT","TOT","CAP","A","1988",6.2,
"POL","DOCCONSULT","TOT","CAP","A","1989",6,
"POL","DOCCONSULT","TOT","CAP","A","1990",5.8,
"POL","DOCCONSULT","TOT","CAP","A","1991",5.8,"B"
"POL","DOCCONSULT","TOT","CAP","A","1992",5.4,
"POL","DOCCONSULT","TOT","CAP","A","1993",5.3,
"POL","DOCCONSULT","TOT","CAP","A","1994",5.4,
"POL","DOCCONSULT","TOT","CAP","A","1995",5.4,
"POL","DOCCONSULT","TOT","CAP","A","1996",5.2,
"POL","DOCCONSULT","TOT","CAP","A","1997",5.3,
"POL","DOCCONSULT","TOT","CAP","A","1998",5.4,"B"
"POL","DOCCONSULT","TOT","CAP","A","1999",5.3,
"POL","DOCCONSULT","TOT","CAP","A","2000",5.4,
"POL","DOCCONSULT","TOT","CAP","A","2001",5.5,
"POL","DOCCONSULT","TOT","CAP","A","2002",5.6,
"POL","DOCCONSULT","TOT","CAP","A","2003",6.1,"B"
"POL","DOCCONSULT","TOT","CAP","A","2004",6.2,
"POL","DOCCONSULT","TOT","CAP","A","2005",6.3,
"POL","DOCCONSULT","TOT","CAP","A","2006",6.6,
"POL","DOCCONSULT","TOT","CAP","A","2007",6.8,
"POL","DOCCONSULT","TOT","CAP","A","2008",6.8,
"POL","DOCCONSULT","TOT","CAP","A","2009",6.8,
"POL","DOCCONSULT","TOT","CAP","A","2010",6.6,
"POL","DOCCONSULT","TOT","CAP","A","2011",6.8,
"POL","DOCCONSULT","TOT","CAP","A","2012",7,
"POL","DOCCONSULT","TOT","CAP","A","2013",7.1,
"POL","DOCCONSULT","TOT","CAP","A","2014",7.2,
"POL","DOCCONSULT","TOT","CAP","A","2015",7.4,
"POL","DOCCONSULT","TOT","CAP","A","2016",7.5,
"POL","DOCCONSULT","TOT","CAP","A","2017",7.6,
"POL","DOCCONSULT","TOT","CAP","A","2018",7.6,
"POL","DOCCONSULT","TOT","CAP","A","2019",7.7,
"POL","DOCCONSULT","TOT","CAP","A","2020",6.8,
"POL","DOCCONSULT","TOT","CAP","A","2021",7.6,
"PRT","DOCCONSULT","TOT","CAP","A","1985",2.2,"D"
"PRT","DOCCONSULT","TOT","CAP","A","1986",2.4,"D"
"PRT","DOCCONSULT","TOT","CAP","A","1987",2.4,"D"
"PRT","DOCCONSULT","TOT","CAP","A","1988",2.8,"D"
"PRT","DOCCONSULT","TOT","CAP","A","1989",2.9,"D"
"PRT","DOCCONSULT","TOT","CAP","A","1990",3,"D"
"PRT","DOCCONSULT","TOT","CAP","A","1991",3,"D"
"PRT","DOCCONSULT","TOT","CAP","A","1992",3.1,"D"
"PRT","DOCCONSULT","TOT","CAP","A","1993",3.1,"D"
"PRT","DOCCONSULT","TOT","CAP","A","1994",3.1,"D"
"PRT","DOCCONSULT","TOT","CAP","A","1995",3.2,"D"
"PRT","DOCCONSULT","TOT","CAP","A","1996",3.2,"D"
"PRT","DOCCONSULT","TOT","CAP","A","1997",3.3,"D"
"PRT","DOCCONSULT","TOT","CAP","A","1998",3.4,"D"
"PRT","DOCCONSULT","TOT","CAP","A","1999",3.5,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2000",3.5,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2001",3.6,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2002",3.7,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2003",3.7,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2004",3.8,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2005",3.9,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2006",3.9,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2007",4.1,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2008",4.5,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2009",4,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2010",4.1,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2011",4.2,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2012",4.1,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2014",3.653,
"PRT","DOCCONSULT","TOT","CAP","A","2015",3.82,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2016",3.883,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2017",3.888,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2018",3.979,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2019",4.055,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2020",3.008,"D"
"PRT","DOCCONSULT","TOT","CAP","A","2021",3.461,"D"
"SVK","DOCCONSULT","TOT","CAP","A","2007",11.11,
"SVK","DOCCONSULT","TOT","CAP","A","2008",11.98,
"SVK","DOCCONSULT","TOT","CAP","A","2009",11.47,
"SVK","DOCCONSULT","TOT","CAP","A","2010",11.47,
"SVK","DOCCONSULT","TOT","CAP","A","2011",10.93,
"SVK","DOCCONSULT","TOT","CAP","A","2012",11.06,
"SVK","DOCCONSULT","TOT","CAP","A","2013",10.95,
"SVK","DOCCONSULT","TOT","CAP","A","2014",11.19,
"SVK","DOCCONSULT","TOT","CAP","A","2015",11.31,
"SVK","DOCCONSULT","TOT","CAP","A","2016",11.35,
"SVK","DOCCONSULT","TOT","CAP","A","2017",10.9,
"SVK","DOCCONSULT","TOT","CAP","A","2018",10.88,
"SVK","DOCCONSULT","TOT","CAP","A","2019",11.12,"D"
"SVK","DOCCONSULT","TOT","CAP","A","2020",10.06,"D"
"SVK","DOCCONSULT","TOT","CAP","A","2021",11.03,"D"
"ESP","DOCCONSULT","TOT","CAP","A","1987",6.5,
"ESP","DOCCONSULT","TOT","CAP","A","1993",8.3,
"ESP","DOCCONSULT","TOT","CAP","A","1995",7.8,
"ESP","DOCCONSULT","TOT","CAP","A","1997",8.2,
"ESP","DOCCONSULT","TOT","CAP","A","2001",8.7,
"ESP","DOCCONSULT","TOT","CAP","A","2003",9.5,
"ESP","DOCCONSULT","TOT","CAP","A","2006",8.1,
"ESP","DOCCONSULT","TOT","CAP","A","2009",7.5,"B"
"ESP","DOCCONSULT","TOT","CAP","A","2011",7.36,
"ESP","DOCCONSULT","TOT","CAP","A","2014",7.6,
"ESP","DOCCONSULT","TOT","CAP","A","2017",7.257,
"ESP","DOCCONSULT","TOT","CAP","A","2019",6.991,"B"
